text,source,label
"23. CONSTRUCTION OF THE AGREEMENT, SEVERABILITY, AND SURVIVAL 23.1. Clauses are Severable. Each provision of this Agreement is severable from the others. If, for any reason, any provision is determined by a court to be invalid, the invalidity will not impair the operation of the remaining provisions of this Agreement. The latter will continue to be given full force and effect and bind us and you. 23.2. Survival of Clauses. Each provision of this Agreement that expressly or by reasonable implication is to be performed, in whole or in part, after the expiration, termination, or Transfer of this Agreement will survive such expiration, termination, or Transfer. 23.3 Force Majeure. If the performance of any obligation by any party under this Agreement is prevented, hindered or delayed by reason of Force Majeure, which cannot be overcome by reasonable commercial measures, then the parties shall be relieved of their respective obligations (but only to the extent, that the parties, having exercised best efforts, are prevented, hindered or delayed in such performance) during the period of such Force Majeure. The party whose performance is affected by an event of Force Majeure shall give prompt written notice in the circumstances of such Force Majeure event to the other party by describing the nature of the event and an estimate as to its duration, if possible. As used in this Agreement, the term ""Force Majeure"" means any act of God, strike, lock out or other industrial disturbance, terrorist act, war (declared or undeclared), riot, epidemic, fire or other catastrophe, or act of any government. However, your inability to obtain financing or make payments (regardless of the reason) does not constitute ""Force Majeure."" 23.4 Cover Page, Recitals, and Captions. The parties agree to incorporate by reference, and include in the text of this Agreement, the information on the cover page and in the recital paragraphs. The parties also agree that all of the captions in this Agreement are meant only for the convenience of the parties, and none of the captions shall be deemed to affect the meaning or construction of any provision of this Agreement. 23.5 No Third Party Rights. Except as otherwise stated in this Agreement, nothing in this Agreement is intended (nor shall be deemed) to confer upon any party any rights or remedies under or by reason of this Agreement, except for you, us, and such of our respective successors and assigns as may be contemplated (and, as to you, permitted) by Sections 13 and 14 above. 24. GOVERNING LAW  25. DISPUTES 25.1. Submission to Mediation. Except as otherwise provided in Section 25.7 [Remedies Not Exclusive] below, any controversy or claim arising between us will first be submitted to non-binding mediation administered by an established, neutral mediation service with experience in franchise disputes. Both parties must sign a confidentiality agreement before participating in any mediation proceeding. The mediation will take place in the city where our principal offices are located at the time the demand for mediation is filed. Once either party has submitted a dispute to mediation, the obligation to attend will be binding on both parties. Each party will bear its own costs with respect to the mediation. The fee for the mediation, however, will be split equally. 25.2. Forum for Litigation. You and the Owners must file any suit against us, and we may file any suit against you, in the federal or state court where our principal office is located at the time the suit is filed. The parties waive all questions of personal jurisdiction and venue for the purpose of carrying out this provision. Page 36 of 39",PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.pdf,not_important
"Photronics, Inc. “Photronics” Dai Nippon Printing Co., Ltd. “DNP” Photronics DNP Photomask Corporation “PDMC” Xiamen American Japan Photronics Mask Co., Ltd. “Company” Each of Photronics and DNP is hereinafter referred to as a “Shareholder” and collectively as the “Shareholders”, each of the Shareholders and PDMC is hereinafter referred to as a “Supplier” and collectively as the “Suppliers”, and each of the Suppliers and the Company is hereinafter referred to as a “Party” and collectively as the “Parties.”",PhotronicsInc_20171219_10-QA_EX-10.28_10982650_EX-10.28_Outsourcing Agreement.pdf,important
"0 Price, SECTION I Supplement 1, Transition Services to Attachment 1 Statement of Work to the Agreement in its entirety and replace it with the following:





""The following replaces Section 7",MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.pdf,not_important
"The Software Publisher and element 5 are authorized to revoke the license granted to the Affiliate at any time by written notice. Either party may cancel this Agreement at any time, with or without supplying a reason, through written notification or by making suitable settings in the respective Control Panel.",SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement.pdf,important
"T-Mobile hereby grants ELEPHANT TALK a fully paid-up, non-exclusive licence to use the Hosting Services for the purpose of ELEPHANT TALK in providing the ELEPHANT TALK Wholesale Services during the term of this Agreement without further consideration.",PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.pdf,important
 Amendments This Agreement may only be modified or amended by a document duly signed by all Parties,NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.pdf,not_important
2009-01-01 00:00:00,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement.pdf,important
"

                                  ARTICLE III

                              POINT(S) OF RECEIPT

         The Point(s) of Receipt at which Transporter shall receive gas for          transportation under this Agreement shall be specified in Exhibit A to          this Agreement",ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT.pdf,not_important
" -7-

[* * *] = Certain confidential information contained in this document, marked by brackets, has been omitted and filed separately with the Securities and Exchange Commission pursuant to Rule 406 of the Securities Act of 1933, as amended","VAPOTHERM, INC. - Manufacturing and Supply Agreement.pdf",not_important
 DD shall also make its records and other documents relevant to MBRK and  this Agreement available for audit or review by MBRK upon MBRK's request at a mutually agreed upon time,"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.pdf",not_important
"5 hereinafter, the time fixed for the performance by the Affected Party of its obligations affected by the Excusable Delay shall be equivalent to the time set out under this Agreement plus a grace period equivalent to the time lost further to the occurrence of and because of the Excusable Delay",AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,not_important
"During the Distribution Term, and in addition to the consideration provided pursuant to Sections 6.1, 6.2, 6.3, and 6.4, for all Product supplied by Zogenix to Distributor under purchase orders submitted pursuant to the Supply Agreement in a particular Fiscal Year, Distributor shall pay to Zogenix a transfer price per unit of Product supplied (the ‚ÄúTransfer Price‚Äù) equal to the sum of (i) [***] of the Fully-Burdened Manufacturing Cost per unit of Product for such Fiscal Year, (ii) [***] of aggregate annual Net Sales for such Fiscal Year, and (iii) the applicable markup percent of the applicable aggregate Net Price for such Fiscal Year, which markup percent is determined based on the incremental amount of Product ordered in such Fiscal Year as set forth below, as may be adjusted pursuant to Section 6.5(b):  Amount of Product Supplied per Fiscal Year Net Price Markup  For the portion of Product supplied less than or equal to the equivalent of [***] in Net Sales in such Fiscal Year [***]  For the portion of Product supplied in excess of the equivalent of [***] in Net Sales and less than or equal to the equivalent of [***] in Net Sales in such Fiscal Year [***]  For the portion of Product supplied in excess of the equivalent of [***] in Net Sales and less than or equal to the equivalent of [***] in Net Sales in such Fiscal Year [***]  For the portion of Product supplied in excess of the equivalent of [***] in Net Sales in such Fiscal Year [***] Following the expiration of the Distribution Term and during the remaining Term of this Agreement, for all Product supplied by Zogenix to Distributor under purchase orders submitted pursuant to the Supply Agreement in a particular Fiscal Year, Distributor shall pay to Zogenix the Transfer Price per unit of Product supplied shall be equal to the sum of (i) [***] of the Fully-Burdened Manufacturing Cost per unit of Product for such Fiscal Year, and (ii) [***] of aggregate annual Net Sales for such Fiscal Year.",ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf,important
[]/[]/2015,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.pdf,important
"This Agreement may be executed in one or more counterparts, all of which counterparts shall be considered one and the same agreement, and shall become effective when one or more counterparts have been signed by each Party and delivered to the other Party.",CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,important
"The John Hopkins University (""JHU""); Virtuoso Surgical, Inc. (""Company"")",VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement.pdf,important
"(mmmm) ""Seller Excluded Products"" means a (i) Type of Enterprise Data Capture Product, (ii) Type of Enterprise Mobile Computing Product, or (iii) Type of Enterprise Wireless LAN Product.",ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.pdf,not_important
"Immediately upon the execution by the parties of this Agreement, the Confidentiality and Non-Disclosure Agreement of August 25TH, 2011 by and between the parties and the Letter as of July 5t h, 2013 shall be terminated by mutual consent of the parties hereto, and become null and void. Notwithstanding the foregoing, should this Agreement be terminated or proven to be invalid, such termination or invalidation will in no way affect, impair or invalidate any other related agreement including the SPA, DA and/or the New NDA, which will be in full force and effect. In addition, any amendment, invalidity or termination of the SPA, DA and/or the New NDA respectively or divestiture of Series D-1 Convertible Preferred Shares of ARGO by YEC will not in any way affect, impair or invalidate this Agreement.",REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf,not_important
"The Parties shall not assign, encumber or otherwise transfer this Agreement or any part of it to any Third Party, without the prior written consent of the other Party.",EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.pdf,important
"

Make available updates of the Technology to MA as they may become available for distribution",CybergyHoldingsInc_20140520_10-Q_EX-10.27_8605784_EX-10.27_Affiliate Agreement.pdf,not_important
"During the Term of this Agreement, HealthGate shall accommodate one             employee or representative of Publishers at HealthGate's office for             the purpose of reviewing and understanding the operation of the             Site. The Publishers and/or their respective independent auditors,                     at no expense to HealthGate, and upon twenty (20) Business                     Days' written notice to HealthGate, shall have the right to                     conduct an operational audit pertaining to the fees and the                     Services rendered pursuant to this Agreement, including but                     not limited to having HealthGate process through any system                     test data supplied by the Publishers and/or their respective                     auditors, operate audit software on any system or download                     Publishers' Content and/or usage statistics to a computer                     designated by the Publishers, and/or their respective                     auditors. HealthGate shall make available for the Publishers and/or                     the Publishers' auditors inspection all records relating to                     the fees and to the Services provided pursuant to this                     Agreement. The Publishers and/or their auditors, at no expense to HealthGate,             and upon twenty (20)Business Days' written notice to HealthGate,             shall have the right to conduct a system backup and disaster             recovery audit with regard to the Services provided pursuant to this             Agreement. HealthGate shall allow the Publishers and/or their auditors access             to any site used by HealthGate as a backup facility, if HealthGate             can secure the rights for the Publishers and/or their auditors to             enter the backup facility.",HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,important
